"Survived","Pclass","Sex","Age","Fare","SibSp","Parch","Embarked"
"0","1","male",47,52,0,0,"S"
"0","3","female",14.5,14.4542,1,0,"C"
"0","3","male",22,8.05,0,0,"S"
"0","3","female",20,9.825,1,0,"S"
"0","3","female",17,14.4583,0,0,"C"
"0","3","male",21,7.925,0,0,"S"
"0","3","male",70.5,7.75,0,0,"Q"
"0","2","male",29,21,1,0,"S"
"0","1","male",24,247.5208,0,1,"C"
"0","3","female",2,31.275,4,2,"S"
"0","2","male",21,73.5,2,0,"S"
"0","3","male",29.881137667304,8.05,0,0,"S"
"0","2","male",32.5,30.0708,1,0,"C"
"1","2","female",32.5,13,0,0,"S"
"0","1","male",54,77.2875,0,1,"S"
"1","3","male",12,11.2417,1,0,"C"
"0","3","male",29.881137667304,7.75,0,0,"Q"
"1","3","male",24,7.1417,0,0,"S"
"1","3","female",29.881137667304,22.3583,1,1,"C"
"0","3","male",45,6.975,0,0,"S"
"0","3","male",33,7.8958,0,0,"C"
"0","3","male",20,7.05,0,0,"S"
"0","3","female",47,14.5,1,0,"S"
"1","2","female",29,26,1,0,"S"
"0","2","male",25,13,0,0,"S"
"0","2","male",23,15.0458,0,0,"C"
"1","1","female",19,26.2833,0,2,"S"
"0","1","male",37,53.1,1,0,"S"
"0","3","male",16,9.2167,0,0,"S"
"0","1","male",24,79.2,0,0,"C"
"0","3","female",29.881137667304,15.2458,0,2,"C"
"1","3","female",22,7.75,0,0,"S"
"1","3","female",24,15.85,1,0,"S"
"0","3","male",19,6.75,0,0,"Q"
"0","2","male",18,11.5,0,0,"S"
"0","2","male",19,36.75,1,1,"S"
"1","3","male",27,7.7958,0,0,"S"
"0","3","female",9,34.375,2,2,"S"
"0","2","male",36.5,26,0,2,"S"
"0","2","male",42,13,0,0,"S"
"0","2","male",51,12.525,0,0,"S"
"1","1","female",22,66.6,1,0,"S"
"0","3","male",55.5,8.05,0,0,"S"
"0","3","male",40.5,14.5,0,2,"S"
"0","3","male",29.881137667304,7.3125,0,0,"S"
"0","1","male",51,61.3792,0,1,"C"
"1","3","female",16,7.7333,0,0,"Q"
"0","3","male",30,8.05,0,0,"S"
"0","3","male",29.881137667304,8.6625,0,0,"S"
"0","3","male",29.881137667304,69.55,8,2,"S"
"0","3","male",44,16.1,0,1,"S"
"1","2","female",40,15.75,0,0,"S"
"0","3","male",26,7.775,0,0,"S"
"0","3","male",17,8.6625,0,0,"S"
"0","3","male",1,39.6875,4,1,"S"
"1","3","male",9,20.525,0,2,"S"
"1","1","female",29.881137667304,55,0,1,"S"
"0","3","female",45,27.9,1,4,"S"
"0","1","male",29.881137667304,25.925,0,0,"S"
"0","3","male",28,56.4958,0,0,"S"
"0","1","male",61,33.5,0,0,"S"
"0","3","male",4,29.125,4,1,"Q"
"1","3","female",1,11.1333,1,1,"S"
"0","3","male",21,7.925,0,0,"S"
"0","1","male",56,30.6958,0,0,"C"
"0","3","male",18,7.8542,1,1,"S"
"0","3","male",29.881137667304,25.4667,3,1,"S"
"0","1","female",50,28.7125,0,0,"C"
"0","2","male",30,13,0,0,"S"
"0","3","male",36,0,0,0,"S"
"0","3","female",29.881137667304,69.55,8,2,"S"
"0","2","male",29.881137667304,15.05,0,0,"C"
"0","3","male",9,31.3875,4,2,"S"
"1","2","male",1,39,2,1,"S"
"1","3","female",4,22.025,0,2,"S"
"0","1","male",29.881137667304,50,0,0,"S"
"1","3","female",29.881137667304,15.5,1,0,"Q"
"1","1","male",45,26.55,0,0,"S"
"0","3","male",40,15.5,1,1,"Q"
"0","3","male",36,7.8958,0,0,"S"
"1","2","female",32,13,0,0,"S"
"0","2","male",19,13,0,0,"S"
"1","3","female",19,7.8542,1,0,"S"
"1","2","male",3,26,1,1,"S"
"1","1","female",44,27.7208,0,0,"C"
"1","1","female",58,146.5208,0,0,"C"
"0","3","male",29.881137667304,7.75,0,0,"Q"
"0","3","male",42,8.4042,0,1,"S"
"1","3","female",29.881137667304,7.75,0,0,"Q"
"0","2","female",24,13,0,0,"S"
"0","3","male",28,9.5,0,0,"S"
"0","3","male",29.881137667304,69.55,8,2,"S"
"0","3","male",34,6.4958,0,0,"S"
"0","3","male",45.5,7.225,0,0,"C"
"1","3","male",18,8.05,0,0,"S"
"0","3","female",2,10.4625,0,1,"S"
"0","3","male",32,15.85,1,0,"S"
"1","3","male",26,18.7875,0,0,"C"
"1","3","female",16,7.75,0,0,"Q"
"1","1","male",40,31,0,0,"C"
"0","3","male",24,7.05,0,0,"S"
"1","2","female",35,21,0,0,"S"
"0","3","male",22,7.25,0,0,"S"
"0","2","male",30,13,0,0,"S"
"0","3","male",29.881137667304,7.75,1,0,"Q"
"1","1","female",31,113.275,1,0,"C"
"1","3","female",27,7.925,0,0,"S"
"0","2","male",42,27,1,0,"S"
"1","1","female",32,76.2917,0,0,"C"
"0","2","male",30,10.5,0,0,"S"
"1","3","male",16,8.05,0,0,"S"
"0","2","male",27,13,0,0,"S"
"0","3","male",51,8.05,0,0,"S"
"0","3","male",29.881137667304,7.8958,0,0,"S"
"1","1","male",38,90,1,0,"S"
"0","3","male",22,9.35,0,0,"S"
"1","2","male",19,10.5,0,0,"S"
"0","3","male",20.5,7.25,0,0,"S"
"0","2","male",18,13,0,0,"S"
"0","3","female",29.881137667304,25.4667,3,1,"S"
"1","1","female",35,83.475,1,0,"S"
"0","3","male",29,7.775,0,0,"S"
"0","2","male",59,13.5,0,0,"S"
"1","3","female",5,31.3875,4,2,"S"
"0","2","male",24,10.5,0,0,"S"
"0","3","female",29.881137667304,7.55,0,0,"S"
"0","2","male",44,26,1,0,"S"
"1","2","female",8,26.25,0,2,"S"
"0","2","male",19,10.5,0,0,"S"
"0","2","male",33,12.275,0,0,"S"
"0","3","female",29.881137667304,14.4542,1,0,"C"
"1","3","female",29.881137667304,15.5,1,0,"Q"
"0","2","male",29,10.5,0,0,"S"
"0","3","male",22,7.125,0,0,"S"
"0","3","male",30,7.225,0,0,"C"
"0","1","male",44,90,2,0,"Q"
"0","3","female",25,7.775,0,0,"S"
"1","2","female",24,14.5,0,2,"S"
"1","1","male",37,52.5542,1,1,"S"
"0","2","male",54,26,1,0,"S"
"0","3","male",29.881137667304,7.25,0,0,"S"
"0","3","female",29,10.4625,1,1,"S"
"0","1","male",62,26.55,0,0,"S"
"0","3","male",30,16.1,1,0,"S"
"0","3","female",41,20.2125,0,2,"S"
"1","3","female",29,15.2458,0,2,"C"
"1","1","female",29.881137667304,79.2,0,0,"C"
"1","1","female",30,86.5,0,0,"S"
"1","1","female",35,512.3292,0,0,"C"
"1","2","female",50,26,0,1,"S"
"0","3","male",29.881137667304,7.75,0,0,"Q"
"1","3","male",3,31.3875,4,2,"S"
"0","1","male",52,79.65,1,1,"S"
"0","1","male",40,0,0,0,"S"
"0","3","female",29.881137667304,7.75,0,0,"Q"
"0","2","male",36,10.5,0,0,"S"
"0","3","male",16,39.6875,4,1,"S"
"1","3","male",25,7.775,1,0,"S"
"1","1","female",58,153.4625,0,1,"S"
"1","1","female",35,135.6333,0,0,"S"
"0","1","male",29.881137667304,31,0,0,"S"
"1","3","male",25,0,0,0,"S"
"1","2","female",41,19.5,0,1,"S"
"0","1","male",37,29.7,0,1,"C"
"1","3","female",29.881137667304,7.75,0,0,"Q"
"1","1","female",63,77.9583,1,0,"S"
"0","3","female",45,7.75,0,0,"S"
"0","2","male",29.881137667304,0,0,0,"S"
"0","3","male",7,29.125,4,1,"Q"
"1","3","female",35,20.25,1,1,"S"
"0","3","male",65,7.75,0,0,"Q"
"0","3","male",28,7.8542,0,0,"S"
"0","3","male",16,9.5,0,0,"S"
"1","3","male",19,8.05,0,0,"S"
"0","1","male",29.881137667304,26,0,0,"S"
"0","3","male",33,8.6625,0,0,"C"
"1","3","male",30,9.5,0,0,"S"
"0","3","male",22,7.8958,0,0,"S"
"1","2","male",42,13,0,0,"S"
"1","3","female",22,7.75,0,0,"Q"
"1","1","female",26,78.85,0,0,"S"
"1","1","female",19,91.0792,1,0,"C"
"0","2","male",36,12.875,0,0,"C"
"0","3","female",24,8.85,0,0,"S"
"0","3","male",24,7.8958,0,0,"S"
"0","1","male",29.881137667304,27.7208,0,0,"C"
"0","3","male",23.5,7.2292,0,0,"C"
"0","1","female",2,151.55,1,2,"S"
"1","1","male",29.881137667304,30.5,0,0,"S"
"1","1","female",50,247.5208,0,1,"C"
"1","3","female",29.881137667304,7.75,0,0,"Q"
"1","3","male",29.881137667304,23.25,2,0,"Q"
"0","3","male",19,0,0,0,"S"
"1","2","female",29.881137667304,12.35,0,0,"Q"
"0","3","male",29.881137667304,8.05,0,0,"S"
"1","1","male",0.92,151.55,1,2,"S"
"1","1","female",29.881137667304,110.8833,0,0,"C"
"1","1","female",17,108.9,1,0,"C"
"0","2","male",30,24,1,0,"C"
"1","1","female",30,56.9292,0,0,"C"
"1","1","female",24,83.1583,0,0,"C"
"1","1","female",18,262.375,2,2,"C"
"0","2","female",26,26,1,1,"S"
"0","3","male",28,7.8958,0,0,"S"
"0","2","male",43,26.25,1,1,"S"
"1","3","female",26,7.8542,0,0,"S"
"1","2","female",24,26,1,0,"S"
"0","2","male",54,14,0,0,"S"
"1","1","female",31,164.8667,0,2,"S"
"1","1","female",40,134.5,1,1,"C"
"0","3","male",22,7.25,0,0,"S"
"0","3","male",27,7.8958,0,0,"S"
"1","2","female",30,12.35,0,0,"Q"
"1","2","female",22,29,1,1,"S"
"0","3","male",29.881137667304,69.55,8,2,"S"
"1","1","female",36,135.6333,0,0,"C"
"0","3","male",61,6.2375,0,0,"S"
"1","2","female",36,13,0,0,"S"
"1","3","female",31,20.525,1,1,"S"
"1","1","female",16,57.9792,0,1,"C"
"1","3","female",29.881137667304,23.25,2,0,"Q"
"0","1","male",45.5,28.5,0,0,"S"
"0","1","male",38,153.4625,0,1,"S"
"0","3","male",16,18,2,0,"S"
"1","1","female",29.881137667304,133.65,1,0,"S"
"0","3","male",29.881137667304,7.8958,0,0,"S"
"0","1","male",29,66.6,1,0,"S"
"1","1","female",41,134.5,0,0,"C"
"1","3","male",45,8.05,0,0,"S"
"0","1","male",45,35.5,0,0,"S"
"1","2","male",2,26,1,1,"S"
"1","1","female",24,263,3,2,"S"
"0","2","male",28,13,0,0,"S"
"0","2","male",25,13,0,0,"S"
"0","2","male",36,13,0,0,"S"
"1","2","female",24,13,0,0,"S"
"1","2","female",40,13,0,0,"S"
"1","3","female",29.881137667304,16.1,1,0,"S"
"1","3","male",3,15.9,1,1,"S"
"0","3","male",42,8.6625,0,0,"S"
"0","3","male",23,9.225,0,0,"S"
"0","1","male",29.881137667304,35,0,0,"S"
"0","3","male",15,7.2292,1,1,"C"
"0","3","male",25,17.8,1,0,"S"
"0","3","male",29.881137667304,7.225,0,0,"C"
"0","3","male",28,9.5,0,0,"S"
"1","1","female",22,55,0,1,"S"
"0","2","female",38,13,0,0,"S"
"1","3","female",29.881137667304,7.8792,0,0,"Q"
"1","3","female",29.881137667304,7.8792,0,0,"Q"
"0","3","male",40,27.9,1,4,"S"
"0","2","male",29,27.7208,1,0,"C"
"0","3","female",45,14.4542,0,1,"C"
"0","3","male",35,7.05,0,0,"S"
"0","3","male",29.881137667304,15.5,1,0,"Q"
"0","3","male",30,7.25,0,0,"S"
"1","1","female",60,75.25,1,0,"C"
"1","3","female",29.881137667304,7.2292,0,0,"C"
"1","3","female",29.881137667304,7.75,0,0,"Q"
"1","1","female",24,69.3,0,0,"C"
"1","1","male",25,55.4417,1,0,"C"
"0","3","male",18,6.4958,1,0,"S"
"0","3","male",19,8.05,0,0,"S"
"0","1","male",22,135.6333,0,0,"C"
"0","3","female",3,21.075,3,1,"S"
"1","1","female",29.881137667304,82.1708,1,0,"C"
"1","3","female",22,7.25,0,0,"S"
"0","1","male",27,211.5,0,2,"C"
"0","3","male",20,4.0125,0,0,"C"
"0","3","male",19,7.775,0,0,"S"
"1","1","female",42,227.525,0,0,"C"
"1","3","female",1,15.7417,0,2,"C"
"0","3","male",32,7.925,0,0,"S"
"1","1","female",35,52,1,0,"S"
"0","3","male",29.881137667304,7.8958,0,0,"S"
"0","2","male",18,73.5,0,0,"S"
"0","3","male",1,46.9,5,2,"S"
"1","2","female",36,13,0,0,"S"
"0","3","male",29.881137667304,7.7292,0,0,"Q"
"1","2","female",17,12,0,0,"C"
"1","1","male",36,120,1,2,"S"
"1","3","male",21,7.7958,0,0,"S"
"0","3","male",28,7.925,2,0,"S"
"1","1","female",23,113.275,1,0,"C"
"1","3","female",24,16.7,0,2,"S"
"0","3","male",22,7.7958,0,0,"S"
"0","3","female",31,7.8542,0,0,"S"
"0","2","male",46,26,0,0,"S"
"0","2","male",23,10.5,0,0,"S"
"1","2","female",28,12.65,0,0,"S"
"1","3","male",39,7.925,0,0,"S"
"0","3","male",26,8.05,0,0,"S"
"0","3","female",21,9.825,1,0,"S"
"0","3","male",28,15.85,1,0,"S"
"0","3","female",20,8.6625,0,0,"S"
"0","2","male",34,21,1,0,"S"
"0","3","male",51,7.75,0,0,"S"
"1","2","male",3,18.75,1,1,"S"
"0","3","male",21,7.775,0,0,"S"
"0","3","female",29.881137667304,25.4667,3,1,"S"
"0","3","male",29.881137667304,7.8958,0,0,"S"
"0","3","male",29.881137667304,6.8583,0,0,"Q"
"1","1","female",33,90,1,0,"Q"
"0","2","male",29.881137667304,0,0,0,"S"
"1","3","male",44,7.925,0,0,"S"
"0","3","female",29.881137667304,8.05,0,0,"S"
"1","2","female",34,32.5,1,1,"S"
"1","2","female",18,13,0,2,"S"
"0","2","male",30,13,0,0,"S"
"0","3","female",10,24.15,0,2,"S"
"0","3","male",29.881137667304,7.8958,0,0,"C"
"0","3","male",21,7.7333,0,0,"Q"
"0","3","male",29,7.875,0,0,"S"
"0","3","female",28,14.4,1,1,"S"
"0","3","male",18,20.2125,1,1,"S"
"0","3","male",29.881137667304,7.25,0,0,"S"
"1","2","female",28,26,1,0,"S"
"1","2","female",19,26,0,0,"S"
"0","3","male",29.881137667304,7.75,0,0,"Q"
"1","3","male",32,8.05,0,0,"S"
"1","1","male",28,26.55,0,0,"S"
"1","3","female",29.881137667304,16.1,1,0,"S"
"1","2","female",42,26,1,0,"S"
"0","3","male",17,7.125,0,0,"S"
"0","1","male",50,55.9,1,0,"S"
"1","1","female",14,120,1,2,"S"
"0","3","female",21,34.375,2,2,"S"
"1","2","female",24,18.75,2,3,"S"
"0","1","male",64,263,1,4,"S"
"0","2","male",31,10.5,0,0,"S"
"1","2","female",45,26.25,1,1,"S"
"0","3","male",20,9.5,0,0,"S"
"0","3","male",25,7.775,1,0,"S"
"1","2","female",28,13,0,0,"S"
"1","3","male",29.881137667304,8.1125,0,0,"S"
"1","1","male",4,81.8583,0,2,"S"
"1","2","female",13,19.5,0,1,"S"
"1","1","male",34,26.55,0,0,"S"
"1","3","female",5,19.2583,2,1,"C"
"1","1","male",52,30.5,0,0,"S"
"0","2","male",36,27.75,1,2,"S"
"0","3","male",29.881137667304,19.9667,1,0,"S"
"0","1","male",30,27.75,0,0,"C"
"1","1","male",49,89.1042,1,0,"C"
"0","3","male",29.881137667304,8.05,0,0,"S"
"1","3","male",29,7.8958,0,0,"C"
"0","1","male",65,26.55,0,0,"S"
"1","1","female",29.881137667304,51.8625,1,0,"S"
"1","2","female",50,10.5,0,0,"S"
"0","3","male",29.881137667304,7.75,0,0,"Q"
"1","1","male",48,26.55,0,0,"S"
"0","3","male",34,8.05,0,0,"S"
"0","1","male",47,38.5,0,0,"S"
"0","2","male",48,13,0,0,"S"
"0","3","male",29.881137667304,8.05,0,0,"S"
"0","3","male",38,7.05,0,0,"S"
"0","2","male",29.881137667304,0,0,0,"S"
"0","1","male",56,26.55,0,0,"S"
"0","3","male",29.881137667304,7.725,0,0,"Q"
"1","3","female",0.75,19.2583,2,1,"C"
"0","3","male",29.881137667304,7.25,0,0,"S"
"0","3","male",38,8.6625,0,0,"S"
"1","2","female",33,27.75,1,2,"S"
"1","2","female",23,13.7917,0,0,"C"
"0","3","female",22,9.8375,0,0,"S"
"0","1","male",29.881137667304,52,0,0,"S"
"0","2","male",34,21,1,0,"S"
"0","3","male",29,7.0458,1,0,"S"
"0","3","male",22,7.5208,0,0,"S"
"1","3","female",2,12.2875,0,1,"S"
"0","3","male",9,46.9,5,2,"S"
"0","2","male",29.881137667304,0,0,0,"S"
"0","3","male",50,8.05,0,0,"S"
"1","3","female",63,9.5875,0,0,"S"
"1","1","male",25,91.0792,1,0,"C"
"0","3","female",29.881137667304,25.4667,3,1,"S"
"1","1","female",35,90,1,0,"S"
"0","1","male",58,29.7,0,0,"C"
"0","3","male",30,8.05,0,0,"S"
"1","3","male",9,15.9,1,1,"S"
"0","3","male",29.881137667304,19.9667,1,0,"S"
"0","3","male",21,7.25,0,0,"S"
"0","1","male",55,30.5,0,0,"S"
"0","1","male",71,49.5042,0,0,"C"
"0","3","male",21,8.05,0,0,"S"
"0","3","male",29.881137667304,14.4583,0,0,"C"
"1","1","female",54,78.2667,1,0,"C"
"0","3","male",29.881137667304,15.1,0,0,"S"
"0","1","female",25,151.55,1,2,"S"
"0","3","male",24,7.7958,0,0,"S"
"0","3","male",17,8.6625,0,0,"S"
"0","3","female",21,7.75,0,0,"Q"
"0","3","female",29.881137667304,7.6292,0,0,"Q"
"0","3","female",37,9.5875,0,0,"S"
"1","1","female",16,86.5,0,0,"S"
"0","1","male",18,108.9,1,0,"C"
"1","2","female",33,26,0,2,"S"
"1","1","male",29.881137667304,26.55,0,0,"S"
"0","3","male",28,22.525,0,0,"S"
"1","3","male",26,56.4958,0,0,"S"
"1","3","male",29,7.75,0,0,"Q"
"0","3","male",29.881137667304,8.05,0,0,"S"
"1","1","male",36,26.2875,0,0,"S"
"1","1","female",54,59.4,1,0,"C"
"0","3","male",24,7.4958,0,0,"S"
"0","1","male",47,34.0208,0,0,"S"
"1","2","female",34,10.5,0,0,"S"
"0","3","male",29.881137667304,24.15,0,0,"Q"
"1","2","female",36,26,1,0,"S"
"0","3","male",32,7.8958,0,0,"S"
"1","1","female",30,93.5,0,0,"S"
"0","3","male",22,7.8958,0,0,"S"
"0","3","male",29.881137667304,7.225,0,0,"C"
"1","1","female",44,57.9792,0,1,"C"
"0","3","male",29.881137667304,7.2292,0,0,"C"
"0","3","male",40.5,7.75,0,0,"Q"
"1","2","female",50,10.5,0,0,"S"
"0","1","male",29.881137667304,221.7792,0,0,"S"
"0","3","male",39,7.925,0,0,"S"
"0","2","male",23,11.5,2,1,"S"
"1","2","female",2,26,1,1,"S"
"0","3","male",29.881137667304,7.2292,0,0,"C"
"0","3","male",17,7.2292,1,1,"C"
"1","3","female",29.881137667304,22.3583,0,2,"C"
"0","3","female",30,8.6625,0,0,"S"
"1","2","female",7,26.25,0,2,"S"
"0","1","male",45,26.55,0,0,"S"
"1","1","female",30,106.425,0,0,"C"
"0","3","male",29.881137667304,14.5,0,0,"S"
"1","1","female",22,49.5,0,2,"C"
"1","1","female",36,71,0,2,"S"
"0","3","female",9,31.275,4,2,"S"
"0","3","female",11,31.275,4,2,"S"
"1","2","male",32,26,1,0,"S"
"0","1","male",50,106.425,1,0,"C"
"0","1","male",64,26,0,0,"S"
"1","2","female",19,26,1,0,"S"
"1","2","male",29.881137667304,13.8625,0,0,"C"
"0","3","male",33,20.525,1,1,"S"
"1","2","male",8,36.75,1,1,"S"
"1","1","male",17,110.8833,0,2,"C"
"0","2","male",27,26,0,0,"S"
"0","3","male",29.881137667304,7.8292,0,0,"Q"
"1","3","male",22,7.225,0,0,"C"
"1","3","female",22,7.775,0,0,"S"
"0","1","male",62,26.55,0,0,"S"
"1","1","female",48,39.6,1,0,"C"
"0","1","male",29.881137667304,227.525,0,0,"C"
"1","1","female",39,79.65,1,1,"S"
"1","3","female",36,17.4,1,0,"S"
"0","3","male",29.881137667304,7.75,0,0,"Q"
"0","3","male",40,7.8958,0,0,"S"
"0","2","male",28,13.5,0,0,"S"
"0","3","male",29.881137667304,8.05,0,0,"S"
"0","3","female",29.881137667304,8.05,0,0,"S"
"0","3","male",24,24.15,2,0,"S"
"0","3","male",19,7.8958,0,0,"S"
"0","3","female",29,21.075,0,4,"S"
"0","3","male",29.881137667304,7.2292,0,0,"C"
"1","3","male",32,7.8542,0,0,"S"
"1","2","male",62,10.5,0,0,"S"
"1","1","female",53,51.4792,2,0,"S"
"1","1","male",36,26.3875,0,0,"S"
"1","3","female",29.881137667304,7.75,0,0,"Q"
"0","3","male",16,8.05,0,0,"S"
"0","3","male",19,14.5,0,0,"S"
"1","2","female",34,13,0,0,"S"
"1","1","female",39,55.9,1,0,"S"
"0","3","female",29.881137667304,14.4583,1,0,"C"
"1","3","male",32,7.925,0,0,"S"
"1","2","female",25,30,1,1,"S"
"1","1","female",39,110.8833,1,1,"C"
"0","2","male",54,26,0,0,"S"
"0","1","male",36,40.125,0,0,"C"
"0","3","male",29.881137667304,8.7125,0,0,"C"
"1","1","female",18,79.65,0,2,"S"
"0","2","male",47,15,0,0,"S"
"1","1","male",60,79.2,1,1,"C"
"0","3","male",22,8.05,0,0,"S"
"0","3","male",29.881137667304,8.05,0,0,"S"
"0","3","male",35,7.125,0,0,"S"
"1","1","female",52,78.2667,1,0,"C"
"0","3","male",47,7.25,0,0,"S"
"0","3","female",29.881137667304,7.75,0,2,"Q"
"0","2","male",37,26,1,0,"S"
"0","3","male",36,24.15,1,1,"S"
"1","2","female",29.881137667304,33,0,0,"S"
"0","3","male",49,0,0,0,"S"
"0","3","male",29.881137667304,7.225,0,0,"C"
"1","1","male",49,56.9292,1,0,"C"
"1","2","female",24,27,2,1,"S"
"0","3","male",29.881137667304,7.8958,0,0,"S"
"0","1","male",29.881137667304,42.4,0,0,"S"
"0","3","male",44,8.05,0,0,"S"
"1","1","male",35,26.55,0,0,"C"
"0","3","male",36,15.55,1,0,"S"
"0","3","male",30,7.8958,0,0,"S"
"1","1","male",27,30.5,0,0,"S"
"1","2","female",22,41.5792,1,2,"C"
"1","1","female",40,153.4625,0,0,"S"
"0","3","female",39,31.275,1,5,"S"
"0","3","male",29.881137667304,7.05,0,0,"S"
"1","3","female",29.881137667304,15.5,1,0,"Q"
"0","3","male",29.881137667304,7.75,0,0,"Q"
"0","3","male",35,8.05,0,0,"S"
"1","2","female",24,65,1,2,"S"
"0","3","male",34,14.4,1,1,"S"
"0","3","female",26,16.1,1,0,"S"
"1","2","female",4,39,2,1,"S"
"0","2","male",26,10.5,0,0,"S"
"0","3","male",27,14.4542,1,0,"C"
"1","1","male",42,52.5542,1,0,"S"
"1","3","male",20,15.7417,1,1,"C"
"0","3","male",21,7.8542,0,0,"S"
"0","3","male",21,16.1,0,0,"S"
"0","1","male",61,32.3208,0,0,"S"
"0","2","male",57,12.35,0,0,"Q"
"1","1","female",21,77.9583,0,0,"S"
